#Date/Time of Update: 2018-05-09 10:16:09 AM,#Player ID,#LastName,#FirstName,#Jersey Num,#Position,#Height,#Weight,#Birth Date,#Age,#Birth City,#Birth Country,#Rookie,#High School,#College,#Twitter,#Roster Status,#Draft,#Contract,#Shoots,#Team ID,#Team Abbr.,#Team City,#Team Name,#Official Image URL
,9473,Diaw,Boris,33,PF,"6'8""",250,1982-04-16,36,Cormeille-en-Parisis,France,N,,,theborisdiaw,UFA,2003 by ATL with pick 21 in round 1 (21 overall),,R,,,,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2564.png
,9340,Dieng,Gorgui,5,PF,"6'11""",251,1990-01-18,28,Kebemer,Senegal,N,Huntington St. Joseph Prep,University of Louisville,,ASSIGNED_ROSTER,2013 by UTA with pick 21 in round 1 (21 overall),14112360 salary starting in 2017 on a 4 year contract,R,100,MIN,Minnesota,Timberwolves,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203476.png
,9209,Dinwiddie,Spencer,8,PG,"6'6""",200,1993-04-06,25,"Los Angeles, CA",USA,N,William Howard Taft,University of Colorado,SDinwiddie_25,ASSIGNED_ROSTER,2014 by DET with pick 8 in round 2 (38 overall),1524305 salary starting in 2017 on a 3 year contract,R,84,BRO,Brooklyn,Nets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203915.png
,13890,Donovan,Billy,,C,,,2018-01-26,0,"Rockville Centre, NY",USA,N,Saint Agnes,Providence College,,ASSIGNED_OTHER,,,null,96,OKL,Oklahoma City,Thunder,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627310.png
,13816,Dorsey,Tyler,2,PG,"6'5""",183,1996-02-18,22,"Pasadena, CA",USA,Y,Maranatha,University of Oregon,TDORSEY_1,ASSIGNED_ROSTER,2017 by ATL with pick 11 in round 2 (41 overall),815615 salary starting in 2017 on a 2 year contract,R,91,ATL,Atlanta,Hawks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628416.png
,13861,Dotson,Damyean,21,SG,"6'5""",210,1994-05-06,24,"Houston, TX",USA,Y,Jack Yates,University of Houston,staytuned21,ASSIGNED_ROSTER,2017 by NYK with pick 14 in round 2 (44 overall),1100000 salary starting in 2017 on a 3 year contract,R,83,NYK,New York,Knicks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628422.png
,9364,Douglas,Toney,16,PG,,,1986-03-16,32,"Jonesboro, GA",USA,N,Jonesboro,Florida State University,,UFA,,,R,,,,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201962.png
,13820,Doyle,Milton,,G,"6'4""",180,1993-10-31,24,"Chicago, IL",USA,Y,Marshall,Loyola University of Chicago,MDLU35,ASSIGNED_MINORS,,0 salary starting in 2017 on a 0 year contract,R,84,BRO,Brooklyn,Nets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628495.png
,13847,Dozier,PJ,35,G,"6'7""",201,1996-10-25,21,"Columbia, SC",USA,N,,,,ASSIGNED_ROSTER,,0 salary starting in 2017 on a 0 year contract,null,96,OKL,Oklahoma City,Thunder,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628408.png
,9314,Dragic,Goran,7,PG,"6'3""",190,1986-05-06,32,Ljubljana,Slovenia,N,,,Goran_Dragic,ASSIGNED_ROSTER,2008 by SAS with pick 15 in round 2 (45 overall),17000450 salary starting in 2017 on a 5 year contract,L,92,MIA,Miami,Heat,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201609.png
,13965,Drew II,Larry,27,PG,"6'2""",180,1990-03-03,28,"Los Angeles, CA",USA,N,Taft,"University of California, Los Angeles",,ASSIGNED_ROSTER,,74159 salary starting in 2017 on a 0 year contract,R,110,NOP,New Orleans,Pelicans,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203580.png
,9202,Drummond,Andre,0,C,"6'11""",279,1993-08-10,24,"Mount Vernon, NY",USA,N,St. Thomas More School,University of Connecticut,AndreDrummond,ASSIGNED_ROSTER,2012 by DET with pick 9 in round 1 (9 overall),23775506 salary starting in 2017 on a 5 year contract,R,88,DET,Detroit,Pistons,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203083.png
,9528,Dudley,Jared,3,PF,"6'7""",240,1985-07-10,32,"San Diego, CA",USA,N,Horizon,Boston College,JaredDudley619,ASSIGNED_ROSTER,,10000000 salary starting in 2017 on a 3 year contract,R,104,PHX,Phoenix,Suns,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201162.png
,9468,Dukan,Duje,26,SF,"6'9""",220,1991-12-04,26,Split,Croatia,N,Deerfield,University of Wisconsin,,ASSIGNED_MINORS,,,R,89,CHI,Chicago,Bulls,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626251.png
,9153,Dunleavy,Mike,34,SF,"6'9""",230,1980-09-15,37,"Fort Worth, TX",USA,N,Jesuit,Duke University,,UFA,2002 by GSW with pick 3 in round 1 (3 overall),,R,,,,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2399.png
,10129,Dunn,Kris,32,PG,"6'4""",210,1994-03-18,24,"New London, CT",USA,N,New London,Providence College,KrisDunn3,ASSIGNED_ROSTER,2016 by MIN with pick 5 in round 1 (5 overall),4046760 salary starting in 2017 on a 3 year contract,R,89,CHI,Chicago,Bulls,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627739.png
,9386,Durant,Kevin,35,SF,"6'9""",240,1988-09-29,29,"Washington, DC",USA,N,Montrose Christian School,University of Texas at Austin,KDTrey5,ASSIGNED_ROSTER,,0 salary starting in 2017 on a 2 year contract,R,101,GSW,Golden State,Warriors,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201142.png
,9371,Early,Cleanthony,11,SF,"6'8""",210,1991-04-17,27,"Middletown, NY",USA,N,Mount Zion Christian Academy,Wichita State University,Clearly_BallLyf,ASSIGNED_MINORS,2014 by NYK with pick 4 in round 2 (34 overall),,R,109,HOU,Houston,Rockets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203921.png
,9530,Eddie,Jarell,9,SF,"6'7""",218,1991-10-29,26,"Tampa, FL",USA,N,The Cannon School,Virginia Polytechnic Institute and State University,,ASSIGNED_ROSTER,,,R,89,CHI,Chicago,Bulls,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204067.png
,10120,Ellenson,Henry,8,PF,"6'11""",245,1997-01-13,21,"Rice Lake, WI",USA,N,Rice Lake,Marquette University,HenryEllenson13,ASSIGNED_ROSTER,2016 by DET with pick 18 in round 1 (18 overall),1780800 salary starting in 2017 on a 3 year contract,R,88,DET,Detroit,Pistons,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627740.png
,9121,Ellington,Wayne,2,SG,"6'5""",200,1987-11-29,30,"Wynnewood, PA",USA,N,The Episcopal Academy,University of North Carolina,WayneElli22,ASSIGNED_ROSTER,2009 by MIN with pick 28 in round 1 (28 overall),6270000 salary starting in 2017 on a 2 year contract,R,92,MIA,Miami,Heat,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201961.png
,9253,Ellis,Monta,11,SG,"6'3""",185,1985-10-26,32,"Jackson, MS",USA,N,Lanier,,,UFA,2005 by GSW with pick 10 in round 2 (40 overall),,R,,,,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101145.png
,9418,Embiid,Joel,21,C,"7'0""",250,1994-03-16,24,Yaounde,Cameroon,N,The Rock School,University of Kansas,JoelEmbiid,ASSIGNED_ROSTER,2014 by PHI with pick 3 in round 1 (3 overall),,R,85,PHI,Philadelphia,76ers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203954.png
,9330,Ennis,Tyler,10,PG,"6'3""",194,1994-08-24,23,Brampton,Canada,N,Saint Benedict's Preparatory School,Syracuse University,TylerEnnis,ASSIGNED_ROSTER,2014 by PHX with pick 18 in round 1 (18 overall),1524305 salary starting in 2017 on a 2 year contract,R,105,LAL,Los Angeles,Lakers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203898.png
,9367,Ennis III,James,8,SF,"6'7""",210,1990-06-30,27,"Ventura, CA",USA,N,Ventura,"California State University, Long Beach",,ASSIGNED_ROSTER,2013 by ATL with pick 20 in round 2 (50 overall),3028410 salary starting in 2017 on a 2 year contract,R,88,DET,Detroit,Pistons,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203516.png
,9356,Evans,Tyreke,12,SG,"6'6""",220,1989-09-19,28,"Chester, PA",USA,N,American Christian School,University of Memphis,TyrekeEvans,ASSIGNED_ROSTER,2009 by SAC with pick 4 in round 1 (4 overall),3290000 salary starting in 2017 on a 1 year contract,R,107,MEM,Memphis,Grizzlies,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201936.png
,13858,Evans,Jawun,1,PG,"6'0""",190,1996-07-26,21,"Greenville, SC",USA,Y,Justin F. Kimball,Oklahoma State University,j3vans1_,ASSIGNED_ROSTER,2017 by PHI with pick 9 in round 2 (39 overall),815615 salary starting in 2017 on a 2 year contract,R,102,LAC,Los Angeles,Clippers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628393.png
,9182,Evans,Jeremy,21,SF,"6'9""",200,1987-10-24,30,"Crossett, AR",USA,N,Crossett,Western Kentucky University,JeremyEvans40,ASSIGNED_MINORS,2010 by UTA with pick 25 in round 2 (55 overall),,R,91,ATL,Atlanta,Hawks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202379.png
,9509,Exum,Dante,11,G,"6'6""",190,1995-07-13,22,Melbourne,Australia,N,Lake Ginninderra,,daanteee,ASSIGNED_ROSTER,2014 by UTA with pick 5 in round 1 (5 overall),4992385 salary starting in 2017 on a 4 year contract,R,98,UTA,Utah,Jazz,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203957.png
,9222,Ezeli,Festus,31,C,"6'11""",265,1989-10-21,28,Benin City,Nigeria,N,Jesuit,Vanderbilt University,,ASSIGNED_MINORS,2012 by GSW with pick 30 in round 1 (30 overall),,R,101,GSW,Golden State,Warriors,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203105.png
,14159,Fair,C.J.,,F,"6'8""",218,1991-09-12,26,"Baltimore, MD",USA,Y,,,,ASSIGNED_ROSTER,,,null,89,CHI,Chicago,Bulls,
,9189,Faried,Kenneth,35,PF,"6'8""",228,1989-11-19,28,"Newark, NJ",USA,N,Technology,Morehead State University,KennethFaried35,ASSIGNED_ROSTER,2011 by DEN with pick 22 in round 1 (22 overall),12921348 salary starting in 2017 on a 4 year contract,R,99,DEN,Denver,Nuggets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202702.png
,9305,Farmar,Jordan,20,PG,,,1986-11-30,31,"Los Angeles, CA",USA,N,Taft,"University of California, Los Angeles",,UFA,,,R,,,,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200770.png
,9505,Favors,Derrick,15,PF,"6'10""",265,1991-07-15,26,"Atlanta, GA",USA,N,South Atlanta,Georgia Institute of Technology,dfavors14,ASSIGNED_ROSTER,,11750000 salary starting in 2017 on a 4 year contract,R,98,UTA,Utah,Jazz,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202324.png
,10161,Felder,Kay,20,PG,"5'9""",176,1995-03-29,23,"Detroit, MI",USA,N,Pershing,Oakland University,,ASSIGNED_MINORS,2016 by ATL with pick 24 in round 2 (54 overall),0 salary starting in 2017 on a 0 year contract,L,88,DET,Detroit,Pistons,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627770.png
,9156,Felicio,Cristiano,6,C,"6'9""",280,1992-07-07,25,Pouso Alegre,Brazil,N,,,,ASSIGNED_ROSTER,,7843500 salary starting in 2017 on a 4 year contract,R,89,CHI,Chicago,Bulls,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626245.png
,13809,Felix,Carrick,21,SG,"6'6""",201,1990-08-17,27,"Las Vegas, AZ",USA,N,Millenium,Arizona State University,C_Felix0,UFA,2013 by CLE with pick 3 in round 2 (33 overall),,R,94,WAS,Washington,Wizards,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203467.png
,9175,Felton,Raymond,2,PG,"6'1""",205,1984-06-26,33,"Marion, SC",USA,N,Latta,University of North Carolina,RFeltonGBMS,ASSIGNED_ROSTER,,2328652 salary starting in 2017 on a 1 year contract,R,96,OKL,Oklahoma City,Thunder,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101109.png
,13748,Ferguson,Terrance,23,SG,"6'7""",184,1998-05-17,20,"Tulsa, OK",USA,N,Advanced Prep International,,the2kferguson,ASSIGNED_ROSTER,2017 by OKL with pick 21 in round 1 (21 overall),1785000 salary starting in 2017 on a 2 year contract,R,96,OKL,Oklahoma City,Thunder,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628390.png
,10179,Ferrell,Yogi,11,PG,"6'0""",180,1993-05-09,25,"Indianapolis, IN",USA,N,Park Tudor,Indiana University,YogiFerrell11,ASSIGNED_ROSTER,,1312611 salary starting in 2017 on a 1 year contract,R,108,DAL,Dallas,Mavericks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627812.png
,10117,Finney-Smith,Dorian,10,F,"6'8""",220,1993-05-04,25,"Portsmouth, VA",USA,N,I.C. Norcom,University of Florida,doefinney_10,ASSIGNED_ROSTER,,1312611 salary starting in 2017 on a 3 year contract,R,108,DAL,Dallas,Mavericks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627827.png
,13923,Fizdale,David,,C,,,2018-01-28,0,,,N,,,,ASSIGNED_ROSTER,,,null,107,MEM,Memphis,Grizzlies,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2614.png
,10110,Forbes,Bryn,11,SG,"6'3""",190,1993-07-23,24,"Lansing, MI",USA,N,Sexton,Michigan State University,,ASSIGNED_ROSTER,,1312611 salary starting in 2017 on a 2 year contract,R,106,SAS,San Antonio,Spurs,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627854.png
,9399,Fournier,Evan,10,SG,"6'7""",205,1992-10-29,25,Saint-Maurice,France,N,,,EvanFourmizz,ASSIGNED_ROSTER,2012 by DEN with pick 20 in round 1 (20 overall),17000000 salary starting in 2017 on a 5 year contract,R,95,ORL,Orlando,Magic,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203095.png
,13732,Fox,De'Aaron,5,PG,"6'3""",175,1997-12-20,20,"New Orleans, LA",USA,Y,Cypress Lakes,University of Kentucky,swipathefox,ASSIGNED_ROSTER,2017 by SAC with pick 5 in round 1 (5 overall),4609200 salary starting in 2017 on a 2 year contract,L,103,SAC,Sacramento,Kings,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628368.png
,9391,Foye,Randy,2,SG,"6'4""",218,1983-09-24,34,"Newark, NJ",USA,N,East Side,Villanova University,randyfoye,UFA,2006 by BOS with pick 7 in round 1 (7 overall),0 salary starting in 2017 on a 1 year contract,R,,,,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200751.png
,9366,Frazier,Tim,8,PG,"6'1""",170,1990-11-01,27,"Houston, TX",USA,N,Strake Jesuit,Pennsylvania State University,Timfraz23,ASSIGNED_ROSTER,,2000000 salary starting in 2017 on a 2 year contract,R,94,WAS,Washington,Wizards,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204025.png
,9552,Fredette,Jimmer,,PG,,,1989-02-25,29,"Glens Falls, NY",USA,N,Glens Falls,Brigham Young University,jimmerfredette,UFA,,,R,,,,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202690.png
,9159,Frye,Channing,8,C,"6'11""",255,1983-05-16,35,"White Plains, NY",USA,N,Saint Mary's,University of Arizona,Channing_Frye,ASSIGNED_ROSTER,2005 by NYK with pick 8 in round 1 (8 overall),7420912 salary starting in 2017 on a 4 year contract,R,105,LAL,Los Angeles,Lakers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101112.png
,13729,Fultz,Markelle,20,G,"6'4""",200,1998-05-29,19,"Upper Marlboro, MD",USA,N,DeMatha Catholic,University of Washington,MarkelleF,ASSIGNED_ROSTER,2017 by PHI with pick 1 in round 1 (1 overall),,R,85,PHI,Philadelphia,76ers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628365.png
,9187,Gallinari,Danilo,8,SF,"6'10""",225,1988-08-08,29,Sant'Angelo Lodigiano,Italy,N,,,gallinari8888,ASSIGNED_ROSTER,2008 by NYK with pick 6 in round 1 (6 overall),20559599 salary starting in 2017 on a 3 year contract,R,102,LAC,Los Angeles,Clippers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201568.png
,9372,Galloway,Langston,9,PG,"6'2""",200,1991-12-09,26,"Baton Rouge, LA",USA,N,Christian Life Academy,Saint Joseph's University,LangGalloway10,ASSIGNED_ROSTER,,6666667 salary starting in 2017 on a 3 year contract,R,88,DET,Detroit,Pistons,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204038.png
,11883,Garino,Patricio,,SG,"6'6""",203,1993-05-17,25,Buenos Aires,Argentina,N,Montverde Academy,George Washington University,patitogarino,UFA,,,R,,,,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627868.png
,9295,Gasol,Marc,33,C,"7'1""",255,1985-01-29,33,Barcelona,Spain,N,Lausanne Collegiate School,,MarcGasol,ASSIGNED_ROSTER,,22642350 salary starting in 2017 on a 5 year contract,R,107,MEM,Memphis,Grizzlies,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201188.png
,9149,Gasol,Pau,16,C,"7'0""",250,1980-07-06,37,Barcelona,Spain,N,,,paugasol,ASSIGNED_ROSTER,2001 by ATL with pick 3 in round 1 (3 overall),16000000 salary starting in 2017 on a 3 year contract,R,106,SAS,San Antonio,Spurs,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2200.png
,9459,Gay,Rudy,22,SF,"6'8""",230,1986-08-17,31,"Brooklyn, NY",USA,N,Archbishop Spalding,University of Connecticut,RudyGay8,ASSIGNED_ROSTER,2006 by HOU with pick 8 in round 1 (8 overall),8406000 salary starting in 2017 on a 2 year contract,R,106,SAS,San Antonio,Spurs,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200752.png
,10121,Gbinije,Michael,9,F,"6'7""",200,1992-06-05,25,"Hartford, CT",USA,Y,Benedictine College Prep,Syracuse University,,ASSIGNED_ROSTER,2016 by DET with pick 19 in round 2 (49 overall),,R,88,DET,Detroit,Pistons,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627771.png
,9361,Gee,Alonzo,15,SF,,,1987-05-29,30,"Riviera Beach, FL",USA,N,William T. Dwyer,University of Alabama,GeeAlonzo,ASSIGNED_MINORS,,,R,99,DEN,Denver,Nuggets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202087.png
,13870,Gentry,Alvin,,C,,,2018-01-26,0,,,N,,,,ASSIGNED_OTHER,,,null,110,NOP,New Orleans,Pelicans,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1243.png
,9250,George,Paul,13,SF,"6'9""",220,1990-05-02,28,"Palmdale, CA",USA,N,Knight,"California State University, Fresno",Yg_Trece,ASSIGNED_ROSTER,2010 by IND with pick 10 in round 1 (10 overall),19508958 salary starting in 2017 on a 5 year contract,R,96,OKL,Oklahoma City,Thunder,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202331.png
,11748,Georges-Hunt,Marcus,13,SG,"6'5""",226,1994-03-28,24,"Miami, FL",USA,N,North Clayton,Georgia Institute of Technology,GTMGH3,ASSIGNED_ROSTER,,1312611 salary starting in 2017 on a 1 year contract,R,100,MIN,Minnesota,Timberwolves,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627875.png
,9144,Gibson,Taj,67,PF,"6'9""",235,1985-06-24,32,"Brooklyn, NY",USA,N,Calvary Christian,University of Southern California,TajGibson22,ASSIGNED_ROSTER,2009 by CHI with pick 26 in round 1 (26 overall),14000000 salary starting in 2017 on a 2 year contract,R,100,MIN,Minnesota,Timberwolves,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201959.png
,11307,Gibson,Jonathan,3,G,,,1987-11-06,30,"West Covina, CA",USA,N,Calvary Christian,New Mexico State University,,ASSIGNED_ROSTER,,,null,82,BOS,Boston,Celtics,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626780.png
,13747,Giles,Harry,20,C,"6'10""",240,1998-04-22,20,"Winston-Salem, NC",USA,Y,Forest Trail Academy,Duke University,HGizzle1,ASSIGNED_ROSTER,2017 by POR with pick 20 in round 1 (20 overall),1859400 salary starting in 2017 on a 2 year contract,R,103,SAC,Sacramento,Kings,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628385.png
,9478,Ginobili,Manu,20,SG,"6'6""",205,1977-07-28,40,Bahia Blanca,Argentina,N,,,manuginobili,ASSIGNED_ROSTER,,2500000 salary starting in 2017 on a 2 year contract,L,106,SAS,San Antonio,Spurs,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1938.png
,9503,Gobert,Rudy,27,C,"7'1""",245,1992-06-26,25,Saint-Quentin,France,N,,,rudygobert27,ASSIGNED_ROSTER,2013 by DEN with pick 27 in round 1 (27 overall),21224719 salary starting in 2017 on a 4 year contract,R,98,UTA,Utah,Jazz,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203497.png
,9529,Gooden,Drew,90,PF,"6'10""",250,1981-09-24,36,"Oakland, CA",USA,N,El Cerrito,University of Kansas,DrewGooden,UFA,2002 by MEM with pick 4 in round 1 (4 overall),,R,,,,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2400.png
,9429,Goodwin,Archie,8,PG,"6'5""",205,1994-08-17,23,"Little Rock, AR",USA,N,Sylvan Hills,University of Kentucky,A1Laflare10,ASSIGNED_ROSTER,2013 by OKL with pick 29 in round 1 (29 overall),,R,84,BRO,Brooklyn,Nets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203462.png
,9406,Gordon,Aaron,0,PF,"6'9""",220,1995-09-16,22,"San Jose, CA",USA,N,Archbishop Mitty,University of Arizona,Double0AG,ASSIGNED_ROSTER,2014 by ORL with pick 4 in round 1 (4 overall),5504420 salary starting in 2017 on a 4 year contract,R,95,ORL,Orlando,Magic,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203932.png
,9352,Gordon,Eric,10,SG,"6'4""",215,1988-12-25,29,"Indianapolis, IN",USA,N,North Central,Indiana University,TheofficialEG10,ASSIGNED_ROSTER,2008 by LAC with pick 7 in round 1 (7 overall),12943020 salary starting in 2017 on a 4 year contract,R,109,HOU,Houston,Rockets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201569.png
,9519,Gortat,Marcin,13,C,"6'11""",240,1984-02-17,34,Lodz,Poland,N,,,MGortat,ASSIGNED_ROSTER,2005 by PHX with pick 27 in round 2 (57 overall),12782609 salary starting in 2017 on a 5 year contract,R,94,WAS,Washington,Wizards,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101162.png
,9246,Goudelock,Andrew,0,PG,"6'3""",200,1988-12-07,29,"Gainesville, GA",USA,N,Stone Mountain,College of Charleston,,UFA,,,R,,,,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202726.png
,10125,Graham,Treveon,21,SG,"6'5""",219,1993-10-28,24,"Washington, DC",USA,N,St. Mary's Ryken,Virginia Commonwealth University,,ASSIGNED_ROSTER,,1312611 salary starting in 2017 on a 1 year contract,R,93,CHA,Charlotte,Hornets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626203.png
,9374,Grant,Jerian,2,PG,"6'4""",198,1992-10-09,25,"Silver Spring, MD",USA,N,DeMatha,University of Notre Dame,JerianGrant,ASSIGNED_ROSTER,2015 by WAS with pick 19 in round 1 (19 overall),1713840 salary starting in 2017 on a 4 year contract,R,89,CHI,Chicago,Bulls,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626170.png
,9419,Grant,Jerami,9,PF,"6'9""",220,1994-03-12,24,"Portland, OR",USA,N,DeMatha,Syracuse University,JeramiGrant,ASSIGNED_ROSTER,2014 by PHI with pick 9 in round 2 (39 overall),,R,96,OKL,Oklahoma City,Thunder,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203924.png
,13973,Gray,Josh,5,G,,,2018-02-02,0,,,Y,,,,ASSIGNED_ROSTER,,,null,104,PHX,Phoenix,Suns,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627982.png
,9302,Green,JaMychal,0,PF,"6'9""",227,1990-06-21,27,"Montgomery, AL",USA,N,St. Jude,University of Alabama,Jmyke1,ASSIGNED_ROSTER,,8533333 salary starting in 2017 on a 2 year contract,R,107,MEM,Memphis,Grizzlies,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203210.png
,9316,Green,Gerald,14,SG,"6'7""",205,1986-01-26,32,"Houston, TX",USA,N,Gulf Shores Academy,,,ASSIGNED_ROSTER,2005 by BOS with pick 18 in round 1 (18 overall),1381404 salary starting in 2017 on a 1 year contract,R,109,HOU,Houston,Rockets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101123.png
,9271,Green,Jeff,32,PF,"6'9""",235,1986-08-28,31,"Cheverly, MD",USA,N,Northwestern,Georgetown University,unclejeffgreen,ASSIGNED_ROSTER,2007 by BOS with pick 5 in round 1 (5 overall),2328652 salary starting in 2017 on a 1 year contract,R,86,CLE,Cleveland,Cavaliers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201145.png
,9228,Green,Draymond,23,PF,"6'7""",230,1990-03-04,28,"Saginaw, MI",USA,N,Saginaw,Michigan State University,Money23Green,ASSIGNED_ROSTER,2012 by GSW with pick 5 in round 2 (35 overall),,R,101,GSW,Golden State,Warriors,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203110.png
,9477,Green,Danny,14,SG,"6'6""",215,1987-06-22,30,"North Babylon, NY",USA,N,St. Mary's,University of North Carolina,DGreen_14,ASSIGNED_ROSTER,2009 by CLE with pick 16 in round 2 (46 overall),10000000 salary starting in 2017 on a 4 year contract,R,106,SAS,San Antonio,Spurs,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201980.png
