#Date/Time of Update: 2018-05-09 10:38:39 AM,#Player ID,#LastName,#FirstName,#Jersey Num,#Position,#Height,#Weight,#Birth Date,#Age,#Birth City,#Birth Country,#Rookie,#High School,#College,#Twitter,#Roster Status,#Draft,#Contract,#Shoots,#Catches,#Team ID,#Team Abbr.,#Team City,#Team Name,#Official Image URL
,5055,Foligno,Marcus,17,LW,"6'3""",232,1991-08-10,26,"Buffalo, NY",USA,N,,,,ASSIGNED_ROSTER,2009 by BUF with pick 13 in round 4 (104 overall),2000000 salary starting in 2017 on a 4 year contract,L,null,25,MIN,Minnesota,Wild,https://nhl.bamcontent.com/images/headshots/current/168x168/8475220@2x.jpg
,5368,Folin,Christian,5,D,"6'3""",204,1991-02-09,27,Gothenburg,Sweden,N,,,ChristianFolin,ASSIGNED_ROSTER,,850000 salary starting in 2017 on a 1 year contract,R,null,28,LAK,Los Angeles,Kings,https://nhl.bamcontent.com/images/headshots/current/168x168/8477850@2x.jpg
,13658,Foo,Spencer,16,RW,"6'0""",190,1994-05-18,24,"St. Albert, AB",Canada,Y,,,,ASSIGNED_ROSTER,,832500 salary starting in 2017 on a 2 year contract,R,null,23,CGY,Calgary,Flames,https://nhl.bamcontent.com/images/headshots/current/168x168/8480330@2x.jpg
,13629,Foote,Cal,,D,"6'4""",212,1998-12-12,19,"Denver, CO",USA,N,,,,ASSIGNED_ROSTER,2017 by TBL with pick 14 in round 1 (14 overall),,R,null,1,TBL,Tampa Bay,Lightning,https://nhl.bamcontent.com/images/headshots/current/168x168/8479984@2x.jpg
,5813,Forbort,Derek,24,D,"6'4""",215,1992-03-04,26,"Duluth, MN",USA,N,,,,ASSIGNED_ROSTER,2010 by LAK with pick 15 in round 1 (15 overall),650000 salary starting in 2017 on a 2 year contract,L,null,28,LAK,Los Angeles,Kings,https://nhl.bamcontent.com/images/headshots/current/168x168/8475762@2x.jpg
,13697,Formenton,Alex,59,LW,"6'2""",165,1999-09-13,18,"Barrie, ON",Canada,Y,,,,ASSIGNED_OTHER,2017 by OTT with pick 16 in round 2 (47 overall),650000 salary starting in 2017 on a 3 year contract,L,null,13,OTT,Ottawa,Senators,https://nhl.bamcontent.com/images/headshots/current/168x168/8480029@2x.jpg
,5656,Forsbacka-Karlsson,Jakob,23,C,"6'1""",184,1996-10-31,21,Stockholm,Sweden,N,,,,ASSIGNED_OTHER,2015 by BOS with pick 15 in round 2 (45 overall),,R,null,11,BOS,Boston,Bruins,https://nhl.bamcontent.com/images/headshots/current/168x168/8478417@2x.jpg
,5210,Forsberg,Filip,9,C,"6'1""",205,1994-08-13,23,Ostervala,Sweden,N,,,,ASSIGNED_ROSTER,2012 by WSH with pick 11 in round 1 (11 overall),6000000 salary starting in 2017 on a 6 year contract,R,null,18,NSH,Nashville,Predators,https://nhl.bamcontent.com/images/headshots/current/168x168/8476887@2x.jpg
,5481,Forsberg,Anton,31,G,"6'3""",192,1992-11-27,25,Härnösand,Sweden,N,,,,ASSIGNED_ROSTER,2011 by CBJ with pick 7 in round 7 (188 overall),700000 salary starting in 2017 on a 2 year contract,null,L,20,CHI,Chicago,Blackhawks,https://nhl.bamcontent.com/images/headshots/current/168x168/8476341@2x.jpg
,10072,Forsling,Gustav,42,D,"6'0""",186,1996-06-12,21,Linkoping,Sweden,N,,,GForsling,ASSIGNED_ROSTER,2014 by VAN with pick 6 in round 5 (126 overall),832500 salary starting in 2017 on a 3 year contract,L,null,20,CHI,Chicago,Blackhawks,https://nhl.bamcontent.com/images/headshots/current/168x168/8478055@2x.jpg
,4800,Fowler,Cam,4,D,"6'1""",215,1991-12-05,26,"Windsor, ON",Canada,N,,,,ASSIGNED_ROSTER,2010 by ANA with pick 12 in round 1 (12 overall),4000000 salary starting in 2017 on a 5 year contract,L,null,29,ANA,Anaheim,Ducks,https://nhl.bamcontent.com/images/headshots/current/168x168/8475764@2x.jpg
,4674,Franson,Cody,11,D,"6'5""",224,1987-08-08,30,"Sicamous, BC",Canada,N,,,,ASSIGNED_MINORS,2005 by NSH with pick 18 in round 3 (79 overall),1000000 salary starting in 2017 on a 1 year contract,R,null,20,CHI,Chicago,Blackhawks,https://nhl.bamcontent.com/images/headshots/current/168x168/8471742@2x.jpg
,3639,Franzen,Johan,93,RW,"6'4""",232,1979-12-23,38,Vetlanda,Sweden,N,,,,ASSIGNED_ROSTER,2004 by DET with pick 32 in round 3 (97 overall),2000000 salary starting in 2017 on a 11 year contract,L,null,16,DET,Detroit,Red Wings,https://nhl.bamcontent.com/images/headshots/current/168x168/8471309@2x.jpg
,9655,Frederic,Trent,,C,"6'2""",203,1998-02-11,20,"St. Louis, MO",USA,N,,,,ASSIGNED_OTHER,2016 by BOS with pick 29 in round 1 (29 overall),,L,null,11,BOS,Boston,Bruins,https://nhl.bamcontent.com/images/headshots/current/168x168/8479365@2x.jpg
,13953,Fritz,Tanner,56,C,"5'11""",192,1991-08-20,26,"Grande Prairie, AB",Canada,Y,,,,ASSIGNED_ROSTER,,650000 salary starting in 2017 on a 2 year contract,R,null,8,NYI,New York,Islanders,https://nhl.bamcontent.com/images/headshots/current/168x168/8479206@2x.jpg
,10084,Frk,Martin,42,RW,"6'1""",205,1993-10-05,24,Pelhrimov,CzechRepublic,N,,,Frky91,ASSIGNED_ROSTER,2012 by DET with pick 19 in round 2 (49 overall),650000 salary starting in 2017 on a 1 year contract,R,null,16,DET,Detroit,Red Wings,https://nhl.bamcontent.com/images/headshots/current/168x168/8476924@2x.jpg
,5843,Froese,Byron,42,C,"6'1""",202,1991-03-12,27,"Winkler, MB",Canada,N,,,,ASSIGNED_ROSTER,2009 by CHI with pick 28 in round 4 (119 overall),650000 salary starting in 2017 on a 2 year contract,R,null,14,MTL,Montreal,Canadiens,https://nhl.bamcontent.com/images/headshots/current/168x168/8475278@2x.jpg
,4507,Frolik,Michael,67,C,"6'1""",194,1988-02-17,30,Kladno,CzechRepublic,N,,,,INJURY_LIST,2006 by FLO with pick 10 in round 1 (10 overall),4000000 salary starting in 2017 on a 5 year contract,L,null,23,CGY,Calgary,Flames,https://nhl.bamcontent.com/images/headshots/current/168x168/8473564@2x.jpg
,12345,Fucale,Zachary,30,G,"6'2""",185,1995-05-28,22,"Laval, QC",Canada,N,,,,ASSIGNED_MINORS,2013 by MTL with pick 6 in round 2 (36 overall),700000 salary starting in 2017 on a 3 year contract,null,L,14,MTL,Montreal,Canadiens,https://nhl.bamcontent.com/images/headshots/current/168x168/8477457@2x.jpg
,736,Gaborik,Marian,12,LW,"6'1""",200,1982-02-13,36,Trencin,Slovakia,N,,,MGaborik12,ASSIGNED_ROSTER,2000 by MIN with pick 3 in round 1 (3 overall),5075000 salary starting in 2017 on a 7 year contract,L,null,13,OTT,Ottawa,Senators,https://nhl.bamcontent.com/images/headshots/current/168x168/8468483@2x.jpg
,5855,Gabriel,Kurtis,63,RW,"6'4""",200,1993-04-20,25,"Newmarket, ON",Canada,N,,,,ASSIGNED_OTHER,2013 by MIN with pick 20 in round 3 (81 overall),715000 salary starting in 2017 on a 1 year contract,R,null,25,MIN,Minnesota,Wild,https://nhl.bamcontent.com/images/headshots/current/168x168/8476545@2x.jpg
,5700,Gabrielle,Jesse,82,LW,"5'11""",204,1997-06-16,20,"Edmonton, AB",Canada,N,,,,ASSIGNED_OTHER,,650000 salary starting in 2017 on a 3 year contract,null,null,11,BOS,Boston,Bruins,
,4275,Gagner,Sam,89,C,"5'11""",200,1989-08-10,28,"London, ON",Canada,N,,,89SGagner,ASSIGNED_ROSTER,2007 by EDM with pick 6 in round 1 (6 overall),2750000 salary starting in 2017 on a 3 year contract,R,null,21,VAN,Vancouver,Canucks,https://nhl.bamcontent.com/images/headshots/current/168x168/8474040@2x.jpg
,5127,Galchenyuk,Alex,27,C,"6'1""",207,1994-02-12,24,"Milwaukee, WI",USA,N,,,AGally94,ASSIGNED_ROSTER,2012 by MTL with pick 3 in round 1 (3 overall),4900000 salary starting in 2017 on a 3 year contract,L,null,14,MTL,Montreal,Canadiens,https://nhl.bamcontent.com/images/headshots/current/168x168/8476851@2x.jpg
,5149,Gallagher,Brendan,11,RW,"5'9""",181,1992-05-06,26,"Edmonton, AB",Canada,N,,,BGALLY17,ASSIGNED_ROSTER,2010 by MTL with pick 27 in round 5 (147 overall),2750000 salary starting in 2017 on a 6 year contract,R,null,14,MTL,Montreal,Canadiens,https://nhl.bamcontent.com/images/headshots/current/168x168/8475848@2x.jpg
,14352,Gambrell,Dylan,14,C,"6'0""",195,1996-08-25,21,"Bonney Lake, WA",USA,N,,,,ASSIGNED_ROSTER,2016 by SJS with pick 30 in round 2 (60 overall),,R,null,26,SJS,San Jose,Sharks,https://nhl.bamcontent.com/images/headshots/current/168x168/8479580@2x.jpg
,11749,Ganly,Tyler,68,D,"6'2""",204,1995-03-21,23,"Mississauga, ON",Canada,Y,,,,ASSIGNED_OTHER,,650000 salary starting in 2017 on a 3 year contract,null,null,3,CAR,Carolina,Hurricanes,
,5006,Gardiner,Jake,51,D,"6'2""",200,1990-07-04,27,"Minnetonka, MN",USA,N,,,Jgardiner272,ASSIGNED_ROSTER,2008 by ANA with pick 17 in round 1 (17 overall),4050000 salary starting in 2017 on a 5 year contract,L,null,12,TOR,Toronto,Maple Leafs,https://nhl.bamcontent.com/images/headshots/current/168x168/8474581@2x.jpg
,5718,Garland,Conor,83,RW,"5'8""",165,1996-03-10,22,"Scituate, MA",USA,Y,,,,ASSIGNED_OTHER,,650000 salary starting in 2017 on a 3 year contract,null,null,30,ARI,Arizona,Coyotes,
,4562,Garrison,Jason,7,D,"6'1""",218,1984-11-13,33,"White Rock, BC",Canada,N,,,J_G_5,ASSIGNED_ROSTER,,,L,null,142,VGK,Vegas,Golden Knights,https://nhl.bamcontent.com/images/headshots/current/168x168/8474520@2x.jpg
,5737,Gaudette,Adam,88,C,"6'1""",170,1996-10-03,21,"Braintree, MA",USA,Y,,,,ASSIGNED_ROSTER,,,null,null,21,VAN,Vancouver,Canucks,https://nhl.bamcontent.com/images/headshots/current/168x168/8478874@2x.jpg
,10097,Gaudreau,Frederick,89,C,"6'0""",179,1993-05-01,25,"Bromont, QC",Canada,N,,,,ASSIGNED_ROSTER,,650000 salary starting in 2017 on a 3 year contract,R,null,18,NSH,Nashville,Predators,https://nhl.bamcontent.com/images/headshots/current/168x168/8477919@2x.jpg
,5383,Gaudreau,Johnny,13,LW,"5'9""",157,1993-08-13,24,"Salem, NJ",USA,N,,,johngaudreau03,ASSIGNED_ROSTER,2011 by CGY with pick 13 in round 4 (104 overall),6750000 salary starting in 2017 on a 6 year contract,L,null,23,CGY,Calgary,Flames,https://nhl.bamcontent.com/images/headshots/current/168x168/8476346@2x.jpg
,5847,Gaunce,Brendan,50,LW,"6'2""",217,1994-03-25,24,"Sudbury, ON",Canada,N,,,BrendanGaunce16,ASSIGNED_ROSTER,2012 by VAN with pick 26 in round 1 (26 overall),700000 salary starting in 2017 on a 2 year contract,L,null,21,VAN,Vancouver,Canucks,https://nhl.bamcontent.com/images/headshots/current/168x168/8476867@2x.jpg
,4953,Gaunce,Cameron,24,D,"6'2""",204,1990-03-19,28,"Sudbury, ON",Canada,N,,,,ASSIGNED_MINORS,2008 by COL with pick 20 in round 2 (50 overall),650000 salary starting in 2017 on a 1 year contract,L,null,19,CBJ,Columbus,Blue Jackets,https://nhl.bamcontent.com/images/headshots/current/168x168/8474611@2x.jpg
,8928,Gauthier,Frederik,33,C,"6'5""",232,1995-04-26,23,"Laval, QC",Canada,N,,,,ASSIGNED_ROSTER,2013 by TOR with pick 21 in round 1 (21 overall),832500 salary starting in 2017 on a 3 year contract,L,null,12,TOR,Toronto,Maple Leafs,https://nhl.bamcontent.com/images/headshots/current/168x168/8477512@2x.jpg
,4839,Gazdic,Luke,20,LW,"6'4""",225,1989-07-25,28,"Toronto, ON",Canada,N,,,lukegazdic,ASSIGNED_OTHER,2007 by DAL with pick 21 in round 6 (172 overall),650000 salary starting in 2017 on a 1 year contract,L,null,23,CGY,Calgary,Flames,https://nhl.bamcontent.com/images/headshots/current/168x168/8473989@2x.jpg
,13934,Georgiev,Alexander,40,G,"6'1""",180,1996-02-09,22,Moscow,Russia,Y,,,,ASSIGNED_ROSTER,,700000 salary starting in 2017 on a 3 year contract,null,null,9,NYR,New York,Rangers,https://nhl.bamcontent.com/images/headshots/current/168x168/8480382@2x.jpg
,4555,Gerbe,Nathan,14,C,"5'4""",176,1987-07-23,30,"Oxford, MI",USA,N,,,NathanGerbe14,ASSIGNED_ROSTER,2005 by BUF with pick 17 in round 5 (142 overall),750000 salary starting in 2017 on a 1 year contract,L,null,19,CBJ,Columbus,Blue Jackets,https://nhl.bamcontent.com/images/headshots/current/168x168/8471804@2x.jpg
,14116,Gerbe,Nathan2,24,C,,,2018-02-22,0,,,N,,,,ASSIGNED_ROSTER,,,null,null,19,CBJ,Columbus,Blue Jackets,
,14140,Gersich,Shane,63,LW,"5'11""",175,1996-07-08,21,"Chaska, MN",USA,N,,,,ASSIGNED_ROSTER,2014 by WSH with pick 14 in round 5 (134 overall),,L,null,5,WSH,Washington,Capitals,https://nhl.bamcontent.com/images/headshots/current/168x168/8478063@2x.jpg
,3623,Getzlaf,Ryan,15,C,"6'4""",223,1985-05-10,33,"Regina, SK",Canada,N,,,,ASSIGNED_ROSTER,2003 by ANA with pick 19 in round 1 (19 overall),9025000 salary starting in 2017 on a 8 year contract,R,null,29,ANA,Anaheim,Ducks,https://nhl.bamcontent.com/images/headshots/current/168x168/8470612@2x.jpg
,5295,Gibbons,Brian,39,C,"5'8""",175,1988-02-26,30,"Braintree, MA",USA,N,,,,ASSIGNED_ROSTER,,650000 salary starting in 2017 on a 1 year contract,L,null,7,NJD,New Jersey,Devils,https://nhl.bamcontent.com/images/headshots/current/168x168/8476207@2x.jpg
,5227,Gibson,John,36,G,"6'3""",223,1993-07-14,24,"Pittsburgh, PA",USA,N,,,,ASSIGNED_ROSTER,2011 by ANA with pick 9 in round 2 (39 overall),2100000 salary starting in 2017 on a 3 year contract,null,L,29,ANA,Anaheim,Ducks,https://nhl.bamcontent.com/images/headshots/current/168x168/8476434@2x.jpg
,5905,Gibson,Christopher,33,G,"6'1""",188,1992-12-27,25,Karkkila,Finland,Y,,,,ASSIGNED_OTHER,2011 by LAK with pick 19 in round 2 (49 overall),650000 salary starting in 2017 on a 1 year contract,null,L,8,NYI,New York,Islanders,https://nhl.bamcontent.com/images/headshots/current/168x168/8476444@2x.jpg
,12288,Gillies,Jon,32,G,"6'6""",223,1994-01-22,24,"Concord, NH",USA,N,,,JGillies32,ASSIGNED_MINORS,2012 by CGY with pick 14 in round 3 (75 overall),725000 salary starting in 2017 on a 1 year contract,null,L,23,CGY,Calgary,Flames,https://nhl.bamcontent.com/images/headshots/current/168x168/8476903@2x.jpg
,14096,Gilmour,John,58,D,,,1993-05-16,25,,,N,,,,ASSIGNED_ROSTER,,650000 salary starting in 2017 on a 2 year contract,null,null,9,NYR,New York,Rangers,https://nhl.bamcontent.com/images/headshots/current/168x168/8477337@2x.jpg
,4902,Gionta,Stephen,12,C,"5'7""",177,1983-10-08,34,"Rochester, NY",USA,N,,,steviegio11,ASSIGNED_ROSTER,,650000 salary starting in 2017 on a 1 year contract,R,null,11,BOS,Boston,Bruins,https://nhl.bamcontent.com/images/headshots/current/168x168/8472410@2x.jpg
,100,Gionta,Brian,12,RW,"5'7""",178,1979-01-18,39,"Rochester, NY",USA,N,,,Giostyle21,UNKNOWN,,700000 salary starting in 2017 on a 1 year contract,R,null,,,,https://nhl.bamcontent.com/images/headshots/current/168x168/8467407@2x.jpg
,3861,Giordano,Mark,5,D,"6'0""",198,1983-10-03,34,"Toronto, ON",Canada,N,,,MarkGio05,ASSIGNED_ROSTER,,4750000 salary starting in 2017 on a 6 year contract,L,null,23,CGY,Calgary,Flames,https://nhl.bamcontent.com/images/headshots/current/168x168/8470966@2x.jpg
,13692,Girard,Samuel,49,D,"5'10""",162,1998-05-12,20,"Roberval, QC",Canada,N,,,,ASSIGNED_ROSTER,2016 by NSH with pick 17 in round 2 (47 overall),650000 salary starting in 2017 on a 3 year contract,L,null,22,COL,Colorado,Avalanche,https://nhl.bamcontent.com/images/headshots/current/168x168/8479398@2x.jpg
,4223,Girardi,Daniel,5,D,"6'1""",212,1984-04-29,34,"Welland, ON",Canada,N,,,,ASSIGNED_ROSTER,,3250000 salary starting in 2017 on a 2 year contract,R,null,1,TBL,Tampa Bay,Lightning,https://nhl.bamcontent.com/images/headshots/current/168x168/8471958@2x.jpg
,5254,Girgensons,Zemgus,28,C,"6'2""",207,1994-01-05,24,Riga,Latvia,N,,,zemgus94,ASSIGNED_ROSTER,2012 by BUF with pick 14 in round 1 (14 overall),1600000 salary starting in 2017 on a 2 year contract,L,null,15,BUF,Buffalo,Sabres,https://nhl.bamcontent.com/images/headshots/current/168x168/8476878@2x.jpg
,4394,Giroux,Claude,28,RW,"5'11""",185,1988-01-12,30,"Hearst, ON",Canada,N,,,28CGiroux,ASSIGNED_ROSTER,2006 by PHI with pick 22 in round 1 (22 overall),9000000 salary starting in 2017 on a 8 year contract,R,null,6,PHI,Philadelphia,Flyers,https://nhl.bamcontent.com/images/headshots/current/168x168/8473512@2x.jpg
,13621,Glass,Cody,,C,"6'2""",178,1999-03-31,19,"Winnipeg, MB",Canada,Y,,,,ASSIGNED_MINORS,2017 by VGK with pick 6 in round 1 (6 overall),,R,null,142,VGK,Vegas,Golden Knights,https://nhl.bamcontent.com/images/headshots/current/168x168/8479996@2x.jpg
,4356,Glass,Tanner,15,LW,"6'1""",213,1983-11-29,34,"Regina, SK",Canada,N,,,TGlass15,ASSIGNED_MINORS,2003 by FLO with pick 4 in round 9 (265 overall),650000 salary starting in 2017 on a 1 year contract,L,null,23,CGY,Calgary,Flames,https://nhl.bamcontent.com/images/headshots/current/168x168/8470854@2x.jpg
,4449,Glass,Jeff,30,G,"6'3""",206,1985-11-19,32,Calgary,Canada,Y,,,,ASSIGNED_ROSTER,2004 by OTT with pick 24 in round 3 (89 overall),650000 salary starting in 2017 on a 2 year contract,null,L,20,CHI,Chicago,Blackhawks,https://nhl.bamcontent.com/images/headshots/current/168x168/8471301@2x.jpg
,5268,Glendening,Luke,41,C,"5'11""",192,1989-04-28,29,"Grand Rapids, MI",USA,N,,,,ASSIGNED_ROSTER,,1900000 salary starting in 2017 on a 4 year contract,R,null,16,DET,Detroit,Red Wings,https://nhl.bamcontent.com/images/headshots/current/168x168/8476822@2x.jpg
,5431,Goldobin,Nikolay,77,RW,"5'11""",185,1995-10-07,22,Moscow,Russia,N,,,,ASSIGNED_MINORS,2014 by SJS with pick 27 in round 1 (27 overall),832500 salary starting in 2017 on a 3 year contract,L,null,21,VAN,Vancouver,Canucks,https://nhl.bamcontent.com/images/headshots/current/168x168/8477958@2x.jpg
,4402,Goligoski,Alex,33,D,"5'11""",185,1985-07-30,32,"Grand Rapids, MN",USA,N,,,gollygoose33,ASSIGNED_ROSTER,2004 by PIT with pick 31 in round 2 (61 overall),6100000 salary starting in 2017 on a 5 year contract,L,null,30,ARI,Arizona,Coyotes,https://nhl.bamcontent.com/images/headshots/current/168x168/8471274@2x.jpg
,5476,Goodrow,Barclay,23,RW,"6'2""",210,1993-02-26,25,"Toronto, ON",Canada,N,,,bgoodrow23,ASSIGNED_ROSTER,,650000 salary starting in 2017 on a 2 year contract,L,null,26,SJS,San Jose,Sharks,https://nhl.bamcontent.com/images/headshots/current/168x168/8476624@2x.jpg
,3722,Gorges,Josh,4,D,"6'1""",204,1984-08-14,33,"Kelowna, BC",Canada,N,,,jgorges26,ASSIGNED_ROSTER,,3900000 salary starting in 2017 on a 6 year contract,L,null,15,BUF,Buffalo,Sabres,https://nhl.bamcontent.com/images/headshots/current/168x168/8470324@2x.jpg
,5440,Gostisbehere,Shayne,53,D,"5'11""",180,1993-04-20,25,"Pembroke Pines, FL",USA,N,,,s_ghost14,ASSIGNED_ROSTER,2012 by PHI with pick 17 in round 3 (78 overall),1500000 salary starting in 2017 on a 6 year contract,L,null,6,PHI,Philadelphia,Flyers,https://nhl.bamcontent.com/images/headshots/current/168x168/8476906@2x.jpg
,13947,Goulbourne,Tyrell,56,LW,"5'11""",195,1994-01-26,24,"Edmonton, AB",Canada,N,,,,ASSIGNED_ROSTER,2013 by PHI with pick 11 in round 3 (72 overall),650000 salary starting in 2017 on a 3 year contract,L,null,6,PHI,Philadelphia,Flyers,https://nhl.bamcontent.com/images/headshots/current/168x168/8477399@2x.jpg
,5890,Gourde,Yanni,37,C,"5'9""",167,1991-12-14,26,"Saint-Narcisse, QC",Canada,N,,,,ASSIGNED_ROSTER,,1000000 salary starting in 2017 on a 2 year contract,null,null,1,TBL,Tampa Bay,Lightning,https://nhl.bamcontent.com/images/headshots/current/168x168/8476826@2x.jpg
,4688,Grabner,Michael,40,RW,"6'1""",188,1987-10-04,30,Villach,Austria,N,,,grabs40,ASSIGNED_ROSTER,2006 by VAN with pick 14 in round 1 (14 overall),1650000 salary starting in 2017 on a 2 year contract,L,null,7,NJD,New Jersey,Devils,https://nhl.bamcontent.com/images/headshots/current/168x168/8473546@2x.jpg
,4212,Grabovski,Mikhail,84,C,"5'11""",186,1984-01-31,34,Potsdam,DEU,N,,,,ASSIGNED_OTHER,2004 by MTL with pick 21 in round 5 (150 overall),6000000 salary starting in 2017 on a 4 year contract,L,null,142,VGK,Vegas,Golden Knights,https://nhl.bamcontent.com/images/headshots/current/168x168/8471362@2x.jpg
,5374,Granberg,Petter,8,D,"6'3""",200,1992-08-27,25,Gallivare,Sweden,N,,,,ASSIGNED_OTHER,2010 by TOR with pick 26 in round 4 (116 overall),650000 salary starting in 2017 on a 2 year contract,R,null,18,NSH,Nashville,Predators,https://nhl.bamcontent.com/images/headshots/current/168x168/8475774@2x.jpg
,5126,Granlund,Mikael,64,C,"5'10""",185,1992-02-26,26,Oulu,Finland,N,,,,ASSIGNED_ROSTER,2010 by MIN with pick 9 in round 1 (9 overall),5250000 salary starting in 2017 on a 3 year contract,L,null,25,MIN,Minnesota,Wild,https://nhl.bamcontent.com/images/headshots/current/168x168/8475798@2x.jpg
,5338,Granlund,Markus,60,C,"6'0""",183,1993-04-16,25,Oulu,Finland,N,,,,ASSIGNED_ROSTER,2011 by CGY with pick 15 in round 2 (45 overall),950000 salary starting in 2017 on a 2 year contract,L,null,21,VAN,Vancouver,Canucks,https://nhl.bamcontent.com/images/headshots/current/168x168/8476440@2x.jpg
,5172,Grant,Derek,38,C,"6'3""",215,1990-04-20,28,"Abbotsford, BC",Canada,N,,,DGrant57,ASSIGNED_ROSTER,2008 by OTT with pick 28 in round 4 (119 overall),650000 salary starting in 2017 on a 1 year contract,L,null,29,ANA,Anaheim,Ducks,https://nhl.bamcontent.com/images/headshots/current/168x168/8474683@2x.jpg
,5302,Grant,Alex,47,D,"6'3""",210,1989-01-19,29,"Antigonish, NS",Canada,N,,,agrant20,ASSIGNED_MINORS,2007 by PIT with pick 27 in round 4 (118 overall),700000 salary starting in 2017 on a 1 year contract,R,null,25,MIN,Minnesota,Wild,https://nhl.bamcontent.com/images/headshots/current/168x168/8474005@2x.jpg
,5508,Graovac,Tyler,91,C,"6'5""",208,1993-04-27,25,"Brampton, ON",Canada,N,,,,ASSIGNED_MINORS,2011 by MIN with pick 10 in round 7 (191 overall),650000 salary starting in 2017 on a 2 year contract,L,null,5,WSH,Washington,Capitals,https://nhl.bamcontent.com/images/headshots/current/168x168/8476344@2x.jpg
,5914,Gravel,Kevin,53,D,"6'4""",212,1992-03-06,26,"Kingsford, MI",USA,N,,,,ASSIGNED_ROSTER,2010 by LAK with pick 28 in round 5 (148 overall),650000 salary starting in 2017 on a 1 year contract,L,null,28,LAK,Los Angeles,Kings,https://nhl.bamcontent.com/images/headshots/current/168x168/8475857@2x.jpg
,925,Green,Mike,25,D,"6'1""",207,1985-10-12,32,"Calgary, AB",Canada,N,,,GreenLife52,ASSIGNED_ROSTER,2004 by WSH with pick 29 in round 1 (29 overall),6000000 salary starting in 2017 on a 3 year contract,R,null,16,DET,Detroit,Red Wings,https://nhl.bamcontent.com/images/headshots/current/168x168/8471242@2x.jpg
,4218,Greene,Andy,6,D,"5'11""",190,1982-10-30,35,"Trenton, MI",USA,N,,,,ASSIGNED_ROSTER,,5000000 salary starting in 2017 on a 5 year contract,L,null,7,NJD,New Jersey,Devils,https://nhl.bamcontent.com/images/headshots/current/168x168/8472382@2x.jpg
,14152,Greenway,Jordan,18,LW,"6'6""",226,1997-02-15,21,"Canton, NY",USA,N,,,,ASSIGNED_ROSTER,2015 by MIN with pick 20 in round 2 (50 overall),,L,null,25,MIN,Minnesota,Wild,https://nhl.bamcontent.com/images/headshots/current/168x168/8478413@2x.jpg
,5634,Greer,Anthony-John,24,LW,"6'3""",204,1996-12-14,21,"Joliette, QC",Canada,N,,,ajgreer_10,ASSIGNED_ROSTER,2015 by COL with pick 9 in round 2 (39 overall),675000 salary starting in 2017 on a 3 year contract,L,null,22,COL,Colorado,Avalanche,https://nhl.bamcontent.com/images/headshots/current/168x168/8478421@2x.jpg
,4351,Greiss,Thomas,1,G,"6'1""",227,1986-01-29,32,Fussen,DEU,N,,,,ASSIGNED_ROSTER,2004 by SJS with pick 29 in round 3 (94 overall),3000000 salary starting in 2017 on a 3 year contract,null,L,8,NYI,New York,Islanders,https://nhl.bamcontent.com/images/headshots/current/168x168/8471306@2x.jpg
,5862,Grenier,Alexandre,65,RW,"6'5""",200,1991-09-05,26,"Laval, QC",Canada,N,,,,ASSIGNED_OTHER,2011 by VAN with pick 29 in round 3 (90 overall),725000 salary starting in 2017 on a 1 year contract,R,null,4,FLO,Florida,Panthers,https://nhl.bamcontent.com/images/headshots/current/168x168/8476414@2x.jpg
,5462,Griffith,Seth,25,C,"5'9""",190,1993-01-04,25,"Wallaceburg, ON",Canada,N,,,,ASSIGNED_MINORS,2012 by BOS with pick 10 in round 5 (131 overall),650000 salary starting in 2017 on a 1 year contract,R,null,15,BUF,Buffalo,Sabres,https://nhl.bamcontent.com/images/headshots/current/168x168/8476495@2x.jpg
,5480,Grimaldi,Rocco,20,C,"5'6""",180,1993-02-08,25,"Anaheim, CA",USA,N,,,RGrimaldi23,ASSIGNED_MINORS,2011 by FLO with pick 3 in round 2 (33 overall),750000 salary starting in 2017 on a 1 year contract,R,null,22,COL,Colorado,Avalanche,https://nhl.bamcontent.com/images/headshots/current/168x168/8476428@2x.jpg
,5486,Grosenick,Troy,34,G,"6'1""",185,1989-08-27,28,"Brookfield, WI",USA,N,,,TGrose1,ASSIGNED_OTHER,,650000 salary starting in 2017 on a 2 year contract,null,L,26,SJS,San Jose,Sharks,https://nhl.bamcontent.com/images/headshots/current/168x168/8477234@2x.jpg
,5176,Grubauer,Philipp,31,G,"6'1""",191,1991-11-25,26,Rosenheim,DEU,N,,,,ASSIGNED_ROSTER,2010 by WSH with pick 22 in round 4 (112 overall),1500000 salary starting in 2017 on a 1 year contract,null,L,5,WSH,Washington,Capitals,https://nhl.bamcontent.com/images/headshots/current/168x168/8475831@2x.jpg
,5171,Gryba,Eric,62,D,"6'4""",222,1988-04-14,30,"Saskatoon, SK",Canada,N,,,grybes02,ASSIGNED_MINORS,2006 by OTT with pick 5 in round 3 (68 overall),900000 salary starting in 2017 on a 2 year contract,R,null,24,EDM,Edmonton,Oilers,https://nhl.bamcontent.com/images/headshots/current/168x168/8473468@2x.jpg
,11572,Grzelcyk,Matt,48,D,"5'9""",174,1994-01-05,24,"Charlestown, MA",USA,N,,,,ASSIGNED_ROSTER,2012 by BOS with pick 24 in round 3 (85 overall),832500 salary starting in 2017 on a 2 year contract,L,null,11,BOS,Boston,Bruins,https://nhl.bamcontent.com/images/headshots/current/168x168/8476891@2x.jpg
